id,plan_id,payer_id,drug_name,ndc_code,jcode,state_name,coverage_status,drug_tier,drug_requirements,is_prior_authorization_required,is_step_therapy_required,is_quantity_limit_applied,coverage_details,confidence_score,source_url,plan_name,payer_name,file_name,status
97e4c1a3-d5d5-4a7b-a25e-fdb3016f2747,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,griseofulvin microsize oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
9ecf1179-e816-45b2-9dbc-31603315af4f,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,griseofulvin ultramicrosize oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
c4f7c4c0-23c3-4faa-af15-8a4e2eafd690,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,itraconazole oral capsule,,,New York,Covered with Conditions,1,QL,Yes,No,Yes,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
430b9f8f-de81-406e-b427-9592d7a59b27,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,itraconazole oral solution,,,New York,Covered with Conditions,1,QL,Yes,No,Yes,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
d168c865-b27d-4a27-b948-3044c86386b5,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,ketoconazole oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
8dd54aff-0eb9-42da-8bb5-ccfbe3798bb7,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,"NOXAFIL ORAL SUSP,DELAYED RELEASE FOR RECON",,,New York,Covered with Conditions,2,PA,Yes,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
98d16cee-4949-4e8b-b8e2-e37dbd6d2fed,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,NOXAFIL ORAL SUSPENSION,,,New York,Covered with Conditions,3,PA,Yes,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
a4da53f9-a170-450c-b3a2-daecf7b7b48e,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,nystatin oral suspension,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
b7ae8c48-962b-4d02-8c06-fed5652ea1d8,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,nystatin oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
cb29a523-5b87-4fd5-a76a-2aff0d014c49,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,ORAVIG BUCCAL MUCO-ADHESIVE BUCCAL TABLET,,,New York,Covered,3,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
18c2e8f9-b9a3-4c5f-9f64-86bd379cc17a,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,posaconazole oral suspension,,,New York,Covered with Conditions,1,PA,Yes,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
8b8b6f62-6c88-4f89-9a9f-11f91d6b3314,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,"posaconazole oral tablet,delayed release (dr/ec)",,,New York,Covered with Conditions,1,PA,Yes,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
01341f41-8b70-4cc8-8b9d-0c0d2f99500d,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,SPORANOX ORAL CAPSULE,,,New York,Covered with Conditions,3,QL,Yes,No,Yes,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
5b084300-a7b6-4b10-89c4-9daa5e881a6b,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,terbinafine hcl oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
bd947767-3a44-45e6-802b-518415ab0b42,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,VFEND ORAL SUSPENSION FOR RECONSTITUTION,,,New York,Covered with Conditions,3,PA,Yes,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
bacacd95-2773-403e-83da-cdff3e9c8b0e,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,VIVJOA ORAL CAPSULE,,,New York,Covered with Conditions,3,PA; QL,Yes,No,Yes,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
5c453d8c-470a-49cb-a8e7-bd2a6a0fdbf8,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,voriconazole oral suspension for reconstitution,,,New York,Covered with Conditions,1,PA,Yes,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
50e49d28-2535-45c9-b290-87ab3305b1f7,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,voriconazole oral tablet,,,New York,Covered with Conditions,1,PA,Yes,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
ce9aab53-876c-4acb-9ca6-16862949973b,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,abacavir oral solution,,,New York,Covered,3,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
87d7cb20-164b-4641-8a2c-86fc473aa773,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,cefpodoxime oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
f741e948-5a6c-4aa8-951a-ea7873f560cf,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,cefprozil oral suspension for reconstitution,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
1b5deb10-e15e-4de5-808b-0223a2f4536b,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,cefprozil oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
0bc20c69-e3fc-4a21-a3cb-95ac3a1afea9,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,cefuroxime axetil oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
edaea3bb-39c7-4a38-8503-bc9f867adca2,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,cephalexin oral capsule,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
7c2a6d45-e847-4e81-a51e-0f838f06448b,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,cephalexin oral suspension for reconstitution,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
cbd60349-6d8f-43f8-87c9-d3b1dc2c616a,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,cephalexin oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
45bbedce-e0b9-42c1-aa01-be6d28150e33,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,azithromycin oral packet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
f9608c8e-db76-493b-abae-ecaed04ec9b1,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,azithromycin oral suspension for reconstitution,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
5572ce9f-a039-4277-b6cc-f689fc609861,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,azithromycin oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
7380c03b-f842-48b0-92ef-77990c22c77a,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,clarithromycin oral suspension for reconstitution,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
710e9a2b-112a-4c3f-a011-d7434c09b6c6,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,clarithromycin oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
3d7b98db-50a6-4700-bf43-16c9ea17db7f,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,clarithromycin oral tablet extended release 24,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
e0a11971-8cca-44a2-a4a0-74d7f42fc442,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,DIFICID ORAL SUSPENSION FOR RECONSTITUTION,,,New York,Covered with Conditions,3,QL,Yes,No,Yes,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
629450a3-2192-4bf8-8771-b2df14842ec6,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,DIFICID ORAL TABLET,,,New York,Covered with Conditions,3,QL,Yes,No,Yes,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
e46f555e-9bdc-4801-8b16-ce92a2df9956,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,e.e.s. 400 oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
5e5d5014-b25d-460b-9b7c-335fbb71fba9,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,E.E.S. GRANULES ORAL SUSPENSION FOR RECONSTITUTION,,,New York,Covered,3,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
b8a08896-dd8b-4cba-be80-989e83d46fff,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,ERYPED 200 ORAL SUSPENSION FOR RECONSTITUTION,,,New York,Covered,3,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
a3818056-24d0-43cb-8422-2bf187c4271e,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,ERYPED 400 ORAL SUSPENSION FOR RECONSTITUTION,,,New York,Covered,3,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
2499a16a-8051-495a-89da-b993dd7a794d,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,"ery-tab oral tablet,delayed release (dr/ec) 250 mg, 333",,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
c5e1dab6-4b9a-4e80-a9de-08e9a224bcd7,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,"ERY-TAB ORAL TABLET,DELAYED RELEASE (DR/EC) 500",,,New York,Covered,3,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
349e9156-710e-41c6-ba82-9fa34850d034,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,erythrocin (as stearate) oral tablet 250,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
cfd57708-823b-47cb-81b8-f03a2c8eeba2,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,erythromycin ethylsuccinate oral suspension for reconstitution,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
d02e2fb4-a6d6-4720-a605-a4941a74a3d9,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,erythromycin ethylsuccinate oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
89a82b34-8337-4d61-b335-cc057c7c4a7b,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,"erythromycin oral capsule,delayed release(dr/ec)",,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
3767332d-0870-4b8b-b480-6d5c2eaea379,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,erythromycin oral tablet,,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
79feb4ee-4568-4aee-91ea-98d2a036d448,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,"erythromycin oral tablet,delayed release (dr/ec)",,,New York,Covered,1,,No,No,No,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
55d92df6-157f-4afc-b410-087d231608b1,2918dce8-69c6-4bc2-bd4d-205b119edeb1,d6b2fd61-475e-49dd-986a-1067f68a903e,fidaxomicin oral tablet,,,New York,Covered with Conditions,1,QL,Yes,No,Yes,,0.95,https://www.emblemhealth.com/content/dam/emblemhealth/pdfs/resources/formularies/2025/small-group-essential-plan-qualified-health-plan-formulary-2025-emblemhealth.pdf,Essential Plan,Emblem Health,New York_Emblem Health_Essential Plan.pdf,processing
